ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00096140;Nico;Schlotterbeck;N. Schlotterbeck;Nico Schlotterbeck;Borussia Dortmund;DEFENDER;3800000;62;3.46
pl-k00096210;Eric;Smith;Smith;Eric Smith;FC St. Pauli;DEFENDER;1800000;55;3.61
pl-k00096680;Rasmus;Kristensen;Kristensen;Rasmus Kristensen;Eintracht Frankfurt;DEFENDER;2000000;71;3.13
pl-k00096744;Fredrik;Jensen;F. Jensen;Fredrik Jensen;FC Augsburg;MIDFIELDER;1600000;8;4.0
pl-k00097350;Dimitrios;Giannoulis;Giannoulis;Dimitrios Giannoulis;FC Augsburg;DEFENDER;1700000;39;3.85
pl-k00097452;Alexis;Claude-Maurice;Claude-Maurice;Alexis Claude-Maurice;FC Augsburg;MIDFIELDER;1600000;61;3.28
pl-k00097629;Erhan;Masovic;Masovic;Erhan Masovic;VfL Bochum;DEFENDER;1500000;2;4.67
pl-k00097797;Martin;Terrier;Terrier;Martin Terrier;Bayer 04 Leverkusen;FORWARD;3000000;42;3.56
pl-k00097892;Jan;Olschowsky;Olschowsky;Jan Olschowsky;Bor. Mönchengladbach;GOALKEEPER;800000;0;0.0
pl-k00097901;Max;Geschwill;Geschwill;Max Geschwill;Holstein Kiel;DEFENDER;1000000;39;3.85
pl-k00097912;Noah;Weißhaupt;Weißhaupt;Noah Weißhaupt;SC Freiburg;MIDFIELDER;1600000;6;3.5
pl-k00097999;Maximilian;Bauer;M. Bauer;Maximilian Bauer;FC Augsburg;DEFENDER;1200000;14;4.21
pl-k00098165;Mergim;Berisha;M. Berisha;Mergim Berisha;TSG Hoffenheim;FORWARD;2200000;31;3.58
pl-k00098320;Nordi;Mukiele;Mukiele;Nordi Mukiele;Bayer 04 Leverkusen;DEFENDER;2200000;8;4.25
pl-k00098654;Myron;Boadu;Boadu;Myron Boadu;VfL Bochum;FORWARD;1700000;31;3.5
pl-k00099583;Alphonso;Davies;Davies;Alphonso Davies;Bayern München;DEFENDER;3400000;91;2.92
pl-k00099754;Ibrahima;Sissoko;Sissoko;Ibrahima Sissoko;VfL Bochum;MIDFIELDER;1800000;66;3.53
pl-k00099757;Mattias;Svanberg;Svanberg;Mattias Svanberg;VfL Wolfsburg;MIDFIELDER;2200000;32;3.71
pl-k00099794;Amadou;Haidara;A. Haidara;Amadou Haidara;RB Leipzig;MIDFIELDER;2800000;44;3.65
pl-k00099897;Lennard;Maloney;Maloney;Lennard Maloney;1. FC Heidenheim;MIDFIELDER;2000000;28;3.85
pl-k00099914;Josha;Vagnoman;Vagnoman;Josha Vagnoman;VfB Stuttgart;DEFENDER;2200000;39;3.86
pl-k00099946;Nikolas;Nartey;Nartey;Nikolas Nartey;VfB Stuttgart;MIDFIELDER;1000000;0;0.0
pl-k00100299;Dan-Axel;Zagadou;Zagadou;Dan-Axel Zagadou;VfB Stuttgart;DEFENDER;2000000;4;0.0
pl-k00100305;Anthony;Caci;Caci;Anthony Caci;1. FSV Mainz 05;DEFENDER;2000000;70;3.43
pl-k00100558;Lutsharel;Geertruida;Geertruida;Lutsharel Geertruida;RB Leipzig;DEFENDER;2600000;30;4.0
pl-k00100591;Paul;Nebel;Nebel;Paul Nebel;1. FSV Mainz 05;MIDFIELDER;1800000;103;2.65
pl-k00100767;Marco;John;John;Marco John;TSG Hoffenheim;DEFENDER;1200000;0;0.0
pl-k00100804;Ozan;Kabak;Kabak;Ozan Kabak;TSG Hoffenheim;DEFENDER;2000000;0;0.0
pl-k00101253;Mads;Pedersen;Pedersen;Mads Pedersen;FC Augsburg;DEFENDER;1400000;-4;4.63
pl-k00101451;Benedict;Hollerbach;Hollerbach;Benedict Hollerbach;1. FC Union Berlin;FORWARD;1800000;72;3.53
pl-k00101460;Keven;Schlotterbeck;K. Schlotterbeck;Keven Schlotterbeck;FC Augsburg;DEFENDER;2800000;63;3.46
pl-k00101614;Diogo Filipe;Monteiro Pinto Leite;Diogo Leite;Diogo Leite;1. FC Union Berlin;DEFENDER;1700000;54;3.58
pl-k00101639;Dani;de Wit;D. de Wit;Dani de Wit;VfL Bochum;MIDFIELDER;2200000;24;4.22
pl-k00101673;Lukas;Nmecha;L. Nmecha;Lukas Nmecha;VfL Wolfsburg;FORWARD;1700000;10;3.75
pl-k00101721;Woo-Yeong;Jeong;Jeong;Woo-Yeong Jeong;1. FC Union Berlin;MIDFIELDER;1600000;44;3.75
pl-k00101764;Masaya;Okugawa;Okugawa;Masaya Okugawa;FC Augsburg;MIDFIELDER;1000000;0;0.0
pl-k00101783;Ruben;Vargas;Vargas;Ruben Vargas;FC Augsburg;MIDFIELDER;1800000;14;3.9
pl-k00101899;Frank;Onyeka;Onyeka;Frank Onyeka;FC Augsburg;MIDFIELDER;1700000;42;3.69
pl-k00102402;Donyell;Malen;Malen;Donyell Malen;Borussia Dortmund;FORWARD;4500000;31;3.9
pl-k00102731;Josip;Stanisic;Stanisic;Josip Stanisic;Bayern München;DEFENDER;2500000;0;0.0
pl-k00102795;Luca;Philipp;Philipp;Luca Philipp;TSG Hoffenheim;GOALKEEPER;800000;0;0.0
pl-k00102800;Christoph;Baumgartner;Baumgartner;Christoph Baumgartner;RB Leipzig;MIDFIELDER;3000000;32;4.0
pl-k00102817;Ritsu;Doan;Doan;Ritsu Doan;SC Freiburg;MIDFIELDER;4000000;109;3.13
pl-k00102956;Kamil;Grabara;Grabara;Kamil Grabara;VfL Wolfsburg;GOALKEEPER;2800000;110;2.87
pl-k00102978;Finn Ole;Becker;Becker;Finn Ole Becker;TSG Hoffenheim;MIDFIELDER;1300000;0;0.0
pl-k00103305;Philipp;Treu;Treu;Philipp Treu;FC St. Pauli;DEFENDER;1400000;50;3.64
pl-k00103374;Patrick;Osterhage;Osterhage;Patrick Osterhage;SC Freiburg;MIDFIELDER;2400000;45;3.64
pl-k00103527;Danel;Sinani;Sinani;Danel Sinani;FC St. Pauli;FORWARD;800000;14;4.5
pl-k00103695;Robert;Gumny;Gumny;Robert Gumny;FC Augsburg;DEFENDER;1000000;2;0.0
pl-k00103702;Tymoteusz;Puchacz;Puchacz;Tymoteusz Puchacz;Holstein Kiel;DEFENDER;1400000;16;4.17
pl-k00103767;Rogerio;Oliveira da Silva;Rogerio;Rogerio;VfL Wolfsburg;DEFENDER;1700000;0;0.0
pl-k00103853;Min-Jae;Kim;M.-J. Kim;Min-Jae Kim;Bayern München;DEFENDER;3500000;82;3.27
pl-k00103878;Omar;Marmoush;Marmoush;Omar Marmoush;Eintracht Frankfurt;FORWARD;3500000;198;2.47
pl-k00104010;Julian;Niehues;Niehues;Julian Niehues;1. FC Heidenheim;MIDFIELDER;1000000;0;0.0
pl-k00104317;Angelo;Stiller;Stiller;Angelo Stiller;VfB Stuttgart;MIDFIELDER;4500000;78;3.23
pl-k00104484;Andreas;Hanche-Olsen;Hanche-Olsen;Andreas Hanche-Olsen;1. FSV Mainz 05;DEFENDER;3200000;13;3.8
pl-k00104485;Julian;Ryerson;Ryerson;Julian Ryerson;Borussia Dortmund;DEFENDER;2800000;51;3.58
pl-k00104895;Rocco;Reitz;Reitz;Rocco Reitz;Bor. Mönchengladbach;MIDFIELDER;3000000;66;3.21
pl-k00104978;Adam;Hlozek;Hlozek;Adam Hlozek;TSG Hoffenheim;FORWARD;1800000;52;3.77
pl-k00105180;Jamie;Leweling;Leweling;Jamie Leweling;VfB Stuttgart;FORWARD;2600000;51;3.25
pl-k00105274;Lasse;Rieß;Rieß;Lasse Rieß;1. FSV Mainz 05;GOALKEEPER;500000;0;0.0
pl-k00105275;Stanley;Nsoki;Nsoki;Stanley Nsoki;TSG Hoffenheim;DEFENDER;1200000;18;3.86
pl-k00105566;Moritz;Broschinski;Broschinski;Moritz Broschinski;VfL Bochum;FORWARD;1200000;17;4.21
pl-k00105841;Karim;Adeyemi;Adeyemi;Karim Adeyemi;Borussia Dortmund;FORWARD;3000000;39;3.42
pl-k00105845;Noah;Atubolu;Atubolu;Noah Atubolu;SC Freiburg;GOALKEEPER;2600000;84;3.04
pl-k00105999;Jonas;Wind;Wind;Jonas Wind;VfL Wolfsburg;FORWARD;3800000;71;3.22
pl-k00106078;Koji;Miyoshi;Miyoshi;Koji Miyoshi;VfL Bochum;MIDFIELDER;1300000;10;4.5
pl-k00106087;Ko;Itakura;Itakura;Ko Itakura;Bor. Mönchengladbach;DEFENDER;2000000;77;3.33
pl-k00106313;Shuto;Machino;Machino;Shuto Machino;Holstein Kiel;FORWARD;1400000;59;3.73
pl-k00106358;Hiroki;Ito;H. Ito;Hiroki Ito;Bayern München;DEFENDER;3600000;0;0.0
pl-k00106370;Hyunseok;Hong;Hong;Hyunseok Hong;1. FSV Mainz 05;MIDFIELDER;2000000;28;4.0
pl-k00106697;Lasse;Rosenboom;Rosenboom;Lasse Rosenboom;Holstein Kiel;DEFENDER;800000;25;3.75
pl-k00106698;Nick;Woltemade;Woltemade;Nick Woltemade;VfB Stuttgart;FORWARD;1800000;60;2.63
pl-k00106928;Felix;Nmecha;F. Nmecha;Felix Nmecha;Borussia Dortmund;MIDFIELDER;2200000;67;3.41
pl-k00107684;Luca;Netz;Netz;Luca Netz;Bor. Mönchengladbach;DEFENDER;1700000;8;4.33
pl-k00107692;Jamal;Musiala;Musiala;Jamal Musiala;Bayern München;MIDFIELDER;7000000;158;2.46
pl-k00107693;Florian;Wirtz;Wirtz;Florian Wirtz;Bayer 04 Leverkusen;MIDFIELDER;8500000;182;2.23
pl-k00107843;Ramon;Hendriks;Hendriks;Ramon Hendriks;VfB Stuttgart;DEFENDER;2000000;14;4.25
pl-k00108204;Maximilian;Breunig;M. Breunig;Maximilian Breunig;1. FC Heidenheim;FORWARD;1000000;24;4.0
pl-k00109417;Jan;Schöppner;Schöppner;Jan Schöppner;1. FC Heidenheim;MIDFIELDER;1800000;62;3.61
pl-k00109512;Marvin;Pieringer;Pieringer;Marvin Pieringer;1. FC Heidenheim;FORWARD;1700000;77;3.38
pl-k00109835;Thomas;Keller;Keller;Thomas Keller;1. FC Heidenheim;DEFENDER;500000;-2;5.0
pl-k00109956;Jakov;Medic;Medic;Jakov Medic;VfL Bochum;DEFENDER;1500000;24;4.0
pl-k00110187;Nicolai;Remberg;Remberg;Nicolai Remberg;Holstein Kiel;MIDFIELDER;1400000;32;3.91
pl-k00110417;Marcel;Lotka;Lotka;Marcel Lotka;Borussia Dortmund;GOALKEEPER;500000;0;0.0
pl-k00110422;Ayman;Azhil;Azhil;Ayman Azhil;Borussia Dortmund;MIDFIELDER;500000;2;0.0
pl-k00110709;Luca;Günther;Lu. Günther;Luca Günther;FC St. Pauli;DEFENDER;500000;0;0.0
pl-k00110717;Lois;Openda;Openda;Lois Openda;RB Leipzig;FORWARD;8000000;131;3.0
pl-k00110890;Ben;Voll;Voll;Ben Voll;FC St. Pauli;GOALKEEPER;1000000;0;0.0
pl-k00110984;Daniel;Peretz;Peretz;Daniel Peretz;Bayern München;GOALKEEPER;500000;18;3.0
pl-k00111186;Paul;Grave;Grave;Paul Grave;VfL Bochum;GOALKEEPER;500000;0;0.0
pl-k00111315;Valentin;Gendrey;Gendrey;Valentin Gendrey;TSG Hoffenheim;DEFENDER;2000000;39;3.59
pl-k00111919;Max;Rosenfelder;Rosenfelder;Max Rosenfelder;SC Freiburg;DEFENDER;500000;36;3.42
pl-k00111928;Armindo;Sieb;Sieb;Armindo Sieb;1. FSV Mainz 05;FORWARD;1700000;38;3.7
pl-k00112064;Adam;Dzwigala;Dzwigala;Adam Dzwigala;FC St. Pauli;DEFENDER;1000000;20;3.0
pl-k00112134;Joakim;Maehle;Maehle;Joakim Maehle;VfL Wolfsburg;DEFENDER;2800000;56;3.29
pl-k00112498;Tomas;Cvancara;Cvancara;Tomas Cvancara;Bor. Mönchengladbach;FORWARD;1600000;29;3.5
pl-k00112668;Sebastiaan;Bornauw;Bornauw;Sebastiaan Bornauw;VfL Wolfsburg;DEFENDER;1800000;40;3.43
pl-k00112741;Colin;Kleine-Bekel;Kleine-Bekel;Colin Kleine-Bekel;Holstein Kiel;DEFENDER;1400000;0;0.0
pl-k00112924;Maarten;Vandevoordt;Vandevoordt;Maarten Vandevoordt;RB Leipzig;GOALKEEPER;1000000;10;3.0
pl-k00113185;Joe;Scally;Scally;Joe Scally;Bor. Mönchengladbach;DEFENDER;1500000;32;4.0
pl-k00113667;David;Nemeth;Nemeth;David Nemeth;FC St. Pauli;DEFENDER;1000000;18;3.6
pl-k00114601;Edmond;Tapsoba;E. Tapsoba;Edmond Tapsoba;Bayer 04 Leverkusen;DEFENDER;3600000;66;3.4
pl-k00114612;Lucas;Silva Melo;Tuta;Tuta;Eintracht Frankfurt;DEFENDER;1800000;81;3.08
pl-k00114616;Andras;Schäfer;Schäfer;Andras Schäfer;1. FC Union Berlin;MIDFIELDER;1800000;32;3.94
pl-k00114735;Abdenego;Nankishi;Nankishi;Abdenego Nankishi;Werder Bremen;FORWARD;800000;0;0.0
pl-k00114736;Maximilian;Beier;Beier;Maximilian Beier;Borussia Dortmund;FORWARD;4800000;54;3.68
pl-k00114751;Leonidas;Stergiou;Stergiou;Leonidas Stergiou;VfB Stuttgart;DEFENDER;1800000;12;3.83
pl-k00115533;Igor;Matanovic;Matanovic;Igor Matanovic;Eintracht Frankfurt;FORWARD;2200000;27;3.8
pl-k00115990;Sacha;Boey;Boey;Sacha Boey;Bayern München;DEFENDER;1800000;22;3.4
pl-k00116369;Eric Junior;Dina Ebimbe;Dina Ebimbe;Eric Junior Dina Ebimbe;Eintracht Frankfurt;MIDFIELDER;2000000;14;3.88
pl-k00116548;Paul;Tschernuth;Tschernuth;Paul Tschernuth;1. FC Heidenheim;GOALKEEPER;500000;0;0.0
pl-k00116616;Tiago;Barreiros de Melo Tomas;Tiago Tomas;Tiago Tomas;VfL Wolfsburg;FORWARD;1600000;69;3.61
pl-k00116648;Ameen;Al-Dakhil;Al-Dakhil;Ameen Al-Dakhil;VfB Stuttgart;DEFENDER;2200000;2;0.0
pl-k00116706;Chrislain;Matsima;Matsima;Chrislain Matsima;FC Augsburg;DEFENDER;1700000;26;3.85
pl-k00116714;Enzo;Millot;Millot;Enzo Millot;VfB Stuttgart;MIDFIELDER;3500000;101;3.04
pl-k00116735;Armin;Gigovic;Gigovic;Armin Gigovic;Holstein Kiel;MIDFIELDER;1200000;44;3.88
pl-k00117298;Jens;Stage;Stage;Jens Stage;Werder Bremen;MIDFIELDER;2000000;101;3.0
pl-k00117583;Nathan;Ngoumou;Ngoumou;Nathan Ngoumou;Bor. Mönchengladbach;MIDFIELDER;1800000;8;4.38
pl-k00117805;El Bilal;Touré;Touré;El Bilal Touré;VfB Stuttgart;FORWARD;2500000;29;3.88
pl-k00118051;Mio;Backhaus;Backhaus;Mio Backhaus;Werder Bremen;GOALKEEPER;1000000;0;0.0
pl-k00118059;Samuel;Bamba;Bamba;Samuel Bamba;VfL Bochum;FORWARD;1400000;6;0.0
pl-k00118061;Nnamdi;Collins;Collins;Nnamdi Collins;Eintracht Frankfurt;DEFENDER;600000;24;3.38
pl-k00118073;Umut;Tohumcu;Tohumcu;Umut Tohumcu;TSG Hoffenheim;MIDFIELDER;1700000;14;3.9
pl-k00118285;Kilian;Fischer;Fischer;Kilian Fischer;VfL Wolfsburg;DEFENDER;1500000;44;3.71
pl-k00118291;Ansgar;Knauff;Knauff;Ansgar Knauff;Eintracht Frankfurt;MIDFIELDER;2000000;58;3.44
pl-k00118312;Justin;Njinmah;Njinmah;Justin Njinmah;Werder Bremen;FORWARD;2000000;30;3.86
pl-k00118660;Benedikt;Pichler;Pichler;Benedikt Pichler;Holstein Kiel;FORWARD;1500000;27;4.0
pl-k00118662;Matej;Kovar;Kovar;Matej Kovar;Bayer 04 Leverkusen;GOALKEEPER;1000000;2;4.0
pl-k00118755;Giovanni;Reyna;Reyna;Giovanni Reyna;Borussia Dortmund;MIDFIELDER;2000000;20;3.0
pl-k00118768;Andreas;Albers;Albers;Andreas Albers;FC St. Pauli;FORWARD;800000;27;0.0
pl-k00119357;Kenneth;Schmidt;K. Schmidt;Kenneth Schmidt;SC Freiburg;DEFENDER;800000;0;0.0
pl-k00119613;Phil;Harres;Harres;Phil Harres;Holstein Kiel;FORWARD;600000;46;3.43
pl-k00119706;Eren;Dinkci;Dinkci;Eren Dinkci;SC Freiburg;FORWARD;3200000;28;3.8
pl-k00119823;Samuel;Essende;Essende;Samuel Essende;FC Augsburg;FORWARD;1800000;33;3.94
pl-k00119824;Anthony;Rouault;Rouault;Anthony Rouault;VfB Stuttgart;DEFENDER;2200000;36;3.73
pl-k00119825;Amine;Adli;Adli;Amine Adli;Bayer 04 Leverkusen;FORWARD;2600000;22;3.17
pl-k00119858;Merlin;Röhl;Röhl;Merlin Röhl;SC Freiburg;MIDFIELDER;2500000;14;3.88
pl-k00119868;Tim;Breithaupt;Breithaupt;Tim Breithaupt;FC Augsburg;MIDFIELDER;1200000;8;3.75
pl-k00119995;Maximilian;Brüll;Brüll;Maximilian Brüll;Bor. Mönchengladbach;GOALKEEPER;500000;0;0.0
pl-k00121838;Keke;Topp;Topp;Keke Topp;Werder Bremen;FORWARD;1400000;17;5.0
pl-k00121863;Justin;Diehl;Diehl;Justin Diehl;VfB Stuttgart;FORWARD;1600000;7;4.25
pl-k00121927;Jeremie;Frimpong;Frimpong;Jeremie Frimpong;Bayer 04 Leverkusen;DEFENDER;6000000;86;3.23
pl-k00123373;Olivier;Deman;Deman;Olivier Deman;Werder Bremen;MIDFIELDER;1600000;18;0.0
pl-k00123524;Yan;Bueno Couto;Yan Couto;Yan Couto;Borussia Dortmund;DEFENDER;3600000;2;4.6
pl-k00123796;Aliou;Baldé;Baldé;Aliou Baldé;VfL Bochum;FORWARD;1200000;10;3.5
pl-k00123844;Piero;Hincapie;Hincapie;Piero Hincapie;Bayer 04 Leverkusen;DEFENDER;2600000;87;3.04
pl-k00123991;Niels;Nkounkou;Nkounkou;Niels Nkounkou;Eintracht Frankfurt;DEFENDER;1600000;26;3.25
pl-k00124089;Aster;Vranckx;Vranckx;Aster Vranckx;VfL Wolfsburg;MIDFIELDER;1600000;10;3.5
pl-k00124455;Konstantinos;Koulierakis;Koulierakis;Konstantinos Koulierakis;VfL Wolfsburg;DEFENDER;2000000;56;3.42
pl-k00124479;Thomas;Kastanaras;Kastanaras;Thomas Kastanaras;VfB Stuttgart;FORWARD;700000;0;0.0
pl-k00124798;Connor;Metcalfe;Metcalfe;Connor Metcalfe;FC St. Pauli;MIDFIELDER;1400000;4;4.17
pl-k00125181;Michael;Olise;Olise;Michael Olise;Bayern München;MIDFIELDER;5000000;135;2.69
pl-k00125269;Patrick;Wimmer;Wimmer;Patrick Wimmer;VfL Wolfsburg;MIDFIELDER;2000000;30;3.8
pl-k00125581;Bartosz;Bialek;Bialek;Bartosz Bialek;VfL Wolfsburg;FORWARD;1200000;0;0.0
pl-k00125604;Jakub;Kaminski;Kaminski;Jakub Kaminski;VfL Wolfsburg;MIDFIELDER;1600000;30;3.79
pl-k00125797;Scott;Banks;Banks;Scott Banks;FC St. Pauli;FORWARD;1200000;12;0.0
pl-k00125975;Andu Yobel;Kelati;Kelati;Andu Yobel Kelati;Holstein Kiel;MIDFIELDER;700000;-3;4.5
pl-k00125994;Kevin;Paredes;Paredes;Kevin Paredes;VfL Wolfsburg;MIDFIELDER;1700000;0;0.0
pl-k00126213;Mikkel;Kaufmann;Kaufmann;Mikkel Kaufmann;1. FC Heidenheim;FORWARD;1500000;8;4.25
pl-k00128262;Marco;Grüll;Grüll;Marco Grüll;Werder Bremen;FORWARD;1800000;46;3.71
pl-k00129118;Nathan;Tella;Tella;Nathan Tella;Bayer 04 Leverkusen;FORWARD;3000000;32;3.58
pl-k00129212;Kiliann;Sildillia;Sildillia;Kiliann Sildillia;SC Freiburg;DEFENDER;1700000;14;0.0
pl-k00129414;Arthur;Theate;Theate;Arthur Theate;Eintracht Frankfurt;DEFENDER;2700000;65;3.29
pl-k00129671;Nathaniel;Brown;Brown;Nathaniel Brown;Eintracht Frankfurt;DEFENDER;1400000;63;3.07
pl-k00129784;Robert;Wagner;R. Wagner;Robert Wagner;FC St. Pauli;MIDFIELDER;1600000;10;4.3
pl-k00130251;Junior;Adamu;Adamu;Junior Adamu;SC Freiburg;FORWARD;1500000;25;4.09
pl-k00130252;Nicolas;Seiwald;Seiwald;Nicolas Seiwald;RB Leipzig;MIDFIELDER;2200000;24;3.78
pl-k00130566;Frans;Krätzig;Krätzig;Frans Krätzig;VfB Stuttgart;DEFENDER;1800000;0;4.5
pl-k00130568;Gabriel;Vidovic;Vidovic;Gabriel Vidovic;1. FSV Mainz 05;FORWARD;1200000;2;0.0
pl-k00130593;Moritz;Jenz;Jenz;Moritz Jenz;1. FSV Mainz 05;DEFENDER;2000000;40;3.14
pl-k00130880;Sadik;Fofana;Fofana;Sadik Fofana;Bayer 04 Leverkusen;DEFENDER;1000000;0;0.0
pl-k00131053;Tim;Oermann;Oermann;Tim Oermann;VfL Bochum;DEFENDER;1400000;29;3.89
pl-k00131111;Xavi;Simons;Xavi;Xavi;RB Leipzig;MIDFIELDER;6500000;46;3.29
pl-k00131172;Luca;Kerber;Kerber;Luca Kerber;1. FC Heidenheim;MIDFIELDER;1000000;8;4.17
pl-k00131396;Henri;Koudossou;Koudossou;Henri Koudossou;FC Augsburg;MIDFIELDER;1200000;12;4.08
pl-k00131588;Jamie;Gittens;Gittens;Jamie Gittens;Borussia Dortmund;FORWARD;2400000;85;3.39
pl-k00131628;Grant-Leon;Ranos;Ranos;Grant-Leon Ranos;Bor. Mönchengladbach;FORWARD;1000000;2;0.0
pl-k00131800;Leonardo;Scienza;Scienza;Leonardo Scienza;1. FC Heidenheim;MIDFIELDER;1400000;57;3.5
pl-k00131919;Hugo;Ekitiké;Ekitiké;Hugo Ekitiké;Eintracht Frankfurt;FORWARD;3500000;101;3.23
pl-k00131930;Fabian;Rieder;Rieder;Fabian Rieder;VfB Stuttgart;MIDFIELDER;2200000;36;3.95
pl-k00132029;Lukas;Petersson;Petersson;Lukas Petersson;TSG Hoffenheim;GOALKEEPER;500000;0;0.0
pl-k00132173;Fin;Stevens;Stevens;Fin Stevens;FC St. Pauli;DEFENDER;1000000;0;0.0
pl-k00132180;Dennis;Seimen;Seimen;Dennis Seimen;VfB Stuttgart;GOALKEEPER;500000;0;0.0
pl-k00132183;Tim;Drexler;Drexler;Tim Drexler;TSG Hoffenheim;DEFENDER;1200000;8;4.4
pl-k00132187;Tom;Bischof;Bischof;Tom Bischof;TSG Hoffenheim;MIDFIELDER;1300000;78;3.25
pl-k00132193;Tarek;Buchmann;Buchmann;Tarek Buchmann;Bayern München;DEFENDER;500000;0;0.0
pl-k00132198;Arijon;Ibrahimovic;Ibrahimovic;Arijon Ibrahimovic;Bayern München;FORWARD;1200000;2;0.0
pl-k00132204;Frank;Feller;Feller;Frank Feller;1. FC Heidenheim;GOALKEEPER;500000;0;0.0
pl-k00132205;Lukas;Ullrich;Ullrich;Lukas Ullrich;Bor. Mönchengladbach;DEFENDER;600000;38;3.21
pl-k00132207;Nelson;Weiper;Weiper;Nelson Weiper;1. FSV Mainz 05;FORWARD;1400000;10;0.0
pl-k00132800;Victor;Boniface;Boniface;Victor Boniface;Bayer 04 Leverkusen;FORWARD;6000000;69;3.19
pl-k00132863;Yorbe;Vertessen;Vertessen;Yorbe Vertessen;1. FC Union Berlin;FORWARD;1700000;35;3.75
pl-k00133398;Benjamin;Sesko;Sesko;Benjamin Sesko;RB Leipzig;FORWARD;5000000;61;3.89
pl-k00134048;Wahid;Faghir;Faghir;Wahid Faghir;VfB Stuttgart;FORWARD;800000;0;0.0
pl-k00135025;Castello;Lukeba;Lukeba;Castello Lukeba;RB Leipzig;DEFENDER;2800000;44;3.28
pl-k00135247;Morgan;Guilavogui;Guilavogui;Morgan Guilavogui;FC St. Pauli;FORWARD;1500000;34;3.92
pl-k00135346;Aurele;Amenda;Amenda;Aurele Amenda;Eintracht Frankfurt;DEFENDER;1600000;12;3.0
pl-k00135660;Senne;Lynen;Lynen;Senne Lynen;Werder Bremen;MIDFIELDER;2000000;42;3.75
pl-k00136357;Tom;Rothe;Rothe;Tom Rothe;1. FC Union Berlin;DEFENDER;2000000;72;3.42
pl-k00136435;Alexander;Prass;Prass;Alexander Prass;TSG Hoffenheim;MIDFIELDER;2000000;36;3.93
pl-k00136515;Niklas;Jahn;Jahn;Niklas Jahn;VfL Bochum;MIDFIELDER;500000;0;0.0
pl-k00136673;El Chadaille;Bitshiabu;Bitshiabu;El Chadaille Bitshiabu;RB Leipzig;DEFENDER;1500000;16;3.75
pl-k00136677;Jordy;Makengo;Makengo;Jordy Makengo;SC Freiburg;DEFENDER;1400000;14;0.0
pl-k00136835;Yusuf;Kabadayi;Kabadayi;Yusuf Kabadayi;FC Augsburg;FORWARD;1000000;13;0.0
pl-k00137082;Leopold;Querfeld;Querfeld;Leopold Querfeld;1. FC Union Berlin;DEFENDER;2000000;16;4.07
pl-k00137168;Yvandro;Borges Sanches;Borges Sanches;Yvandro Borges Sanches;Bor. Mönchengladbach;FORWARD;500000;0;0.0
pl-k00137800;Elias;Saad;Saad;Elias Saad;FC St. Pauli;FORWARD;1600000;47;2.7
pl-k00137843;Moussa;Cissé;Cissé;Moussa Cissé;VfB Stuttgart;DEFENDER;500000;0;0.0
pl-k00137924;Aurel;Wagbe;Wagbe;Aurel Wagbe;Holstein Kiel;MIDFIELDER;500000;0;0.0
pl-k00137935;Fabio;Chiarodia;Chiarodia;Fabio Chiarodia;Bor. Mönchengladbach;DEFENDER;1000000;14;0.0
pl-k00138020;Aljoscha;Kemlein;Kemlein;Aljoscha Kemlein;1. FC Union Berlin;MIDFIELDER;1500000;42;3.43
pl-k00138025;David;Preu;Preu;David Preu;1. FC Union Berlin;FORWARD;500000;0;0.0
pl-k00138026;Yannic;Stein;Stein;Yannic Stein;1. FC Union Berlin;GOALKEEPER;500000;0;0.0
pl-k00138453;Mahmut;Kücüksahin;Kücüksahin;Mahmut Kücüksahin;FC Augsburg;MIDFIELDER;500000;0;0.0
pl-k00138505;Luka;Janes;Janes;Luka Janes;1. FC Heidenheim;MIDFIELDER;500000;0;0.0
pl-k00138529;Aleksandar;Pavlovic;Pavlovic;Aleksandar Pavlovic;Bayern München;MIDFIELDER;3500000;48;3.14
pl-k00138530;Paul;Wanner;Wanner;Paul Wanner;1. FC Heidenheim;MIDFIELDER;1600000;60;3.7
pl-k00138699;Mathys;Tel;Tel;Mathys Tel;Bayern München;MIDFIELDER;2800000;6;4.5
pl-k00139040;Nediljko;Labrovic;Labrovic;Nediljko Labrovic;FC Augsburg;GOALKEEPER;2400000;86;3.13
pl-k00139273;Mert;Kömür;Kömür;Mert Kömür;FC Augsburg;MIDFIELDER;1200000;2;4.5
pl-k00139276;Noel;Aseko Nkili;Aseko Nkili;Noel Aseko Nkili;Bayern München;MIDFIELDER;500000;0;0.0
pl-k00139302;Mohammed;Amoura;Amoura;Mohammed Amoura;VfL Wolfsburg;FORWARD;2200000;121;2.92
pl-k00139305;Antonio;Nusa;Nusa;Antonio Nusa;RB Leipzig;FORWARD;2000000;79;3.31
pl-k00139327;David;Odogu;Odogu;David Odogu;VfL Wolfsburg;DEFENDER;500000;0;0.0
pl-k00139331;Bence;Dardai;B. Dardai;Bence Dardai;VfL Wolfsburg;MIDFIELDER;700000;28;3.75
pl-k00139335;Almugera;Kabar;Kabar;Almugera Kabar;Borussia Dortmund;DEFENDER;800000;3;0.0
pl-k00139342;Assan;Ouedraogo;Ouedraogo;Assan Ouedraogo;RB Leipzig;MIDFIELDER;1600000;0;5.0
